"review_text","review_stars","review_auth_id","review_date"
"We live in BJ and Pie Square is our weekly pizza stop. The deep dish pizza is excellent. We particularly like the BLT pizza and meatball subs. Great place for lunch or dinner.","5 из 5 кружков","62D7A351C04E39C82F889ED043B82DDC","18 февраля 2017"
"Being from the Detroit area and living in China for over 8 years you can imagine my joy at finding...
Ещё ","5 из 5 кружков","52EC0F1C12DE4434892794D739036389","Отзыв написан 6 февраля 2017"
"Pie Squared Pizza was my first foray into deep-dish Chicago-style pizza and will, unfortunately, be my last. I ordered takeout, though, so that might have affected the quality of my food. The pizza I ordered was the BBQ chicken pizza and my friend had hyped up this style of pizza, claiming there was more substance to it since the ratio...
Ещё ","3 из 5 кружков","978B1FAF0F1D8EB58DF42286D1E18589","Отзыв написан 17 января 2017"
"Arguably the best pizza in Beijing, and their other offerings (the ones I've tried at least) are good, too. Reasonably prompt delivery.","4 из 5 кружков","A59FC7D0C66A0CC803F7B56E929512AA","Отзыв написан 7 января 2017"
"In one word, simply the best. Ultimate taste, descent service, good ambience and value for money. Really enjoyed it.","5 из 5 кружков","9538BB87D77768B41AC2143EB6907BD6","Отзыв написан 10 декабря 2016"
"We had the good fortune to eat at Pie Squared. The pizza was great, and not just for Beijing. I would go here is they had one at home. It is a bit hard to find, go behind the super market and keep walking to the back of the strip of stores. It is well worth the effort. They even...
Ещё ","5 из 5 кружков","9EA0DE5F6691CDDB0221152F8E0BAE63","Отзыв написан 31 октября 2016"
"Six of us had a wonderful dinner here one evening. Wonderful salad, stromboli, deep dish (square!) pizza, spaghetti, and beers. We traveled over 12 miles to get here (by metro) and it was worth every minute of travel time. Asher is a great host and his staff was friendly and attentive. Quiet enough to be able to sit and visit...
Ещё ","5 из 5 кружков","DB540C07512FCEC170251CC680DF48C5","Отзыв написан 2 июля 2016"
"We found this place through Trip Advisor while attending a conference at the local convention center located near the Beijing Airport. The Owner was working behind the counter and was very helpful explaining the menu choices and answering our questions. We shared stories of living in China for many years (him 16 & me 10) and our common search for...
Ещё ","4 из 5 кружков","7C22E47F7FFDDF2CC2E82CFF76433719","Отзыв написан 17 июня 2016"
"Excellent deep dish pizza! The cheese is bread is very good. I've not sampled enough of the dishes but look forward to doing so.","4 из 5 кружков","F0195FBD8FE036F6D9CD74597AC34EEB","Отзыв написан 27 мая 2016"
"Arrived in Beijing and really fancied a pizza. TA led me to this pizzeria. Easy to order and delivered hot to my hotel which was slightly outside their delivery radius. Pizza was great and it made my evening.","4 из 5 кружков","4B385F7808E47526E39201AE3DC4D369","Отзыв написан 12 мая 2016"
"After 7 years, all my other pizza experiences were, ""Well it's pretty good, for Beijing"" until I had my first bite of pie at Pie Squared. Their pies are awesome! And not just in relation to Beijing. This is the real deal!!! Their stiff buttery crust would be delectable just on its own but they add the right toppings in...
Ещё ","5 из 5 кружков","BE26786A403549B0763A98406C586C1E","Отзыв написан 16 марта 2016"
"Beijing is so inundated with euro style pizza that it's really refreshing to have thick crust pizza like the kind...
Ещё ","5 из 5 кружков","9D6FDB2615FFBA557A0452E193283A6D","Отзыв написан 26 января 2016"
"Pizza was great and the staffs were so friendly. They speak English much better than other places in Beijing.","4 из 5 кружков","30D62125B7B19BA3C4F5FE7011AB0824","Отзыв написан 16 ноября 2015"
