"review_text","review_stars","review_auth_id","review_date"
"After a long walk on the Great wall, we were not very thrill to have lunch as the lunch was included on our tour and we thought it will not be nice. We were so wrong. It was great and I have already missed that delicious Chinese food we ate.","5 из 5 кружков","6D9784C7F2BC32D6FECDEA2417231758","Отзыв написан 28 января 2017"
"After that long walk in the great wall you will defenetely be hungry this is the place that I recommend that you come to! You will not be dissapointed! Great eating","4 из 5 кружков","D94693F4F661D93010D14C92EFCCB9A2","Отзыв написан 27 января 2017"
"I would say it is a good place to hace a taste of Chinese typical flavors. After visiting the Great Wall we did a stop and had lunch here. it was nice.","4 из 5 кружков","A50B5B0E79910C6974F29D71CE926BF5","Отзыв написан 15 ноября 2016"
"ok so you see that food in the default picture yeah in real life that doesn't even compare its so tasty. pick up your computer or smart phone bite it does that taste good no well this food does.","5 из 5 кружков","F9CA860B4D3476FE2BF61A41FDA1393B","Отзыв написан 9 декабря 2015"
