"review_text","review_stars","review_auth_id","review_date"
"Great location at CBD. Fresh juices and good quality lunch and cakes. Bit pricey but ingredients seem better than in many other places.","4 из 5 кружков","EB44882B16FEED7F8A61DBAB8A62B832","Отзыв написан 14 января 2017"
"They do not know the ingredients of most of there items as I am assuming make elsewhere and sent in....
Ещё ","2 из 5 кружков","E5AB2687116D679DA674586C208BB4C7","Отзыв написан 13 декабря 2016"
"Wagas has good salads and excellent freshly squeezed juices. Curry dishes are not the best ones but try lunch boxes if you're not a salad person.","4 из 5 кружков","EB44882B16FEED7F8A61DBAB8A62B832","Отзыв написан 4 октября 2016"
"Wagas from Shanghai has built it brand in China, and its food quality is relaible. I just find its counter service a bit chaotic; it can be real slow to place order and get the official receipts, and imagine if you have just three people in front of you. Based on my experience, from time to time, it can take...
Ещё ","5 из 5 кружков","E81D0B83A18211D9A0E0A6E891A3DCA6","Отзыв написан 12 июня 2016"
"Wagas is a Shanghai based chain that is expanding in Beijing, Chengdu and elsewhere. Their Kerry Center location is spacious, modern, and comfortable for a quick bite or beverage. They offer excellent smoothies, coffee/espresso drinks, and I can attest to their desserts. We visited with kids, and no one batted an eye. Many folks were settled in with books or...
Ещё ","4 из 5 кружков","2C34ECEE470813EF0C0AE032D8FA31D1","Отзыв написан 4 июня 2016"
"The salads are ready there so if you are hungry they can serve you really fast. They are fresh .I...
Ещё ","5 из 5 кружков","467C2EE1204CB76D7551CE7936568396","Отзыв написан 30 августа 2015"
"The Wagas Kerry Center location always has excellent fresh food and good service. The environment and decor is similar to that of the other Wagas locations in Beijing (Raffles City and San Li Tun); however, this one is much less crowded than the others. The restaurant is always very clean with friendly service. I would suggest ordering one of their...
Ещё ","5 из 5 кружков","77B10ADDD2C0E20BFE72CF24FDB3AA5C","Отзыв написан 19 января 2015"
