"review_text","review_stars","review_auth_id","review_date"
"Love the food n decor. Feel like I was eating in Thailand. Keep it up<f0><U+009F><U+0091><U+008D> will recommend to all not to miss. This is not my first time visiting this restaurant and my favorite is pineapple rice with crab meat dish..","5 из 5 кружков","7FA61DB8F4523E0594F21DE1DAAE8857","Отзыв написан 24 октября 2016"
"Seldom eat in a place more then twice when I travel but this won me over on the first and second visit even though the same staff member that served us on the first couple of visits were unfriendly. The food is fresh, cooked perfectly and well presented with good portions at a reasonable price. A taste of Thailand in...
Ещё ","4 из 5 кружков","D7C3243623EE5ADC4FBF087AA7A309D2","Отзыв написан 30 июня 2015"
"superb food and speedy, attentive service. We ordered a set menu for 2, which ends up perfect. Everything was right to the point. The fish cake was light and fresh, the vermicelli salad was so flavorful!! The high point was the curry crab, which was so fragrant and delicious!! I cant wait to go back again","5 из 5 кружков","A0F6C1312F00F41130DF286934F1BE99","Отзыв написан 29 мая 2015"
"We saw this place, pooh-poohed it because it's in a mall. But it's always crowded so...we love it! Delicious Thai food in a noisy Chinese setting. Authentic flavors, fresh tastes, perfect veggies. You will be so surprised.","5 из 5 кружков","558669EEBF035A0EA0F704F62CA2FEAB","Отзыв написан 31 марта 2014"
"Highly recommended for a tasty Thai dinner. I was there by myself but is good for families as well Great selections of dishes and menu include pictures, so it is easy to make a choice","4 из 5 кружков","47AFF4D22172DE7B899A03DFBC3331CA","Отзыв написан 26 марта 2014"
