"","link","query_n","address","lng","lat","price_min","price_max","reviews_lng","reviews_rating","reviews_type","reviews_counts","com_rat","cuisine","reviews_lng1","reviews_lng2","reviews_lng3","reviews_lng4","reviews_lng5","reviews_lng6","reviews_lng7","reviews_lng8","reviews_lng9","reviews_lng10","reviews_lng11","reviews_lng12","reviews_lng13","reviews_lng14","reviews_lng15","reviews_lng16","reviews_lng17","reviews_lng18","reviews_lng19","reviews_type1","reviews_type2","reviews_type3","reviews_type4","reviews_type5","reviews_counts1","reviews_counts2","reviews_counts3","reviews_counts4","reviews_counts5","com_rat1","com_rat2","com_rat3","com_rat4","com_rat1","com_rat2","com_rat3","com_rat4"
"371","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4936750-Reviews-Koyama-Beijing.html",371,"NLG-16b, Sanlitun Village North Section, No.11 Sanlitun Road, Chaoyang District, Пекин, Китай ","116.45545","39.93842",NA,NA,"5, 5, 5, 1","4.5","0, 0, 1, 0, 2","2, 3, 0, 0, 0","4,5, 4,5, 4, 4,5","
Японская
",72,82,39,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,17,26,32,2,2,2,"4,5,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"372","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4605847-Reviews-Vin_Vie-Beijing.html",372,"8 Maizidian Jie, Chaoyang district, Пекин, Китай ","116.46726","39.944103",NA,NA,"3, 5, 5, 2","4.5","0, 1, 0, 0, 1","2, 1, 0, 0, 0","5, 4, 4, 4,5","
Японская
",46,82,39,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,26,3,2,2,2,"5,","4,","4,","4,5","4 ","4 ","4 ","4 5"
"373","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3352401-Reviews-ShaGuoJu_XiSi-Beijing.html",373,"West 4th South Avenue 60, Пекин, Китай ","116.37386","39.9203",NA,NA,"3, 19, 17, 5, 2","4.0","0, 1, 0, 0, 2","3, 0, 0, 0, 0","4,5, 3,5, 4, 4","
Китайская
",46,34,12,34,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,17,37,2,2,2,2,"4,5,","3,5,","4,","4","4 ","3 5 ","4 ","4"
"374","https://www.tripadvisor.ru/Restaurant_Review-g294212-d5579277-Reviews-Gui_GongFu_FengHuang_Ge_Ya_Wang-Beijing.html",374,"No.11 Fangjiayuan Hutong, Chaonei South Street, Dongcheng District, Пекин 100010, Китай ","116.42849","39.92033",NA,NA,"4, 5, 1, 1, 1","5.0","0, 2, 0, 1, 1","3, 1, 0, 0, 0","5, 4,5, 4,5, 5","
Китайская
",61,82,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,2,3,3,37,3,2,2,2,"5,","4,5,","4,5,","5","4 5 ","4 5 ","4 5 ","5"
"375","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4449834-Reviews-Brazilian_Barbecue_Crowne_Plaza_Wuzhou_Hotel-Beijing.html",375,"1/F, Crowne Plaza Wuzhou Hotel, No.8 North 4th Ring Middle Road, Chaoyang District, Пекин, Китай ","116.38337","39.98684",NA,NA,"3, 14, 4, 3","4.0","1, 2, 0, 0, 0","1, 1, 1, 0, 0","4,5, 4,5, 4, 4,5","
Барбекю
",46,21,34,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19,2,2,2,2,3,3,2,2,"4,5,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"376","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3352906-Reviews-Tai_Shi_Guan_New_World_ShiShang-Beijing.html",376,"East Da MoChang Street 7, XinShiJie NvZi Shopping Mall 1-2 Floor Southwest Corner, Пекин, Китай ","116.4127","39.89947",NA,NA,"2, 3, 3, 1","5.0","1, 1, 0, 0, 0","1, 1, 0, 0, 0","4,5, 4,5, 4, 5","
Тайская
",29,53,26,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,3,2,2,2,"4,5,","4,5,","4,","5","4 ","4 5 ","4 ","5"
"377","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4689789-Reviews-MeiZhou_DongPo_Restaurant_Yi_Zhuang-Beijing.html",377,"1/F, Dadi Business Mansion, No.18 Hongda North Road, Yizhuang Economic Development Zone, Daxing District, Пекин, Китай ","116.51066","39.797115",NA,NA,"5, 6, 5, 1","4.5","0, 0, 0, 4, 1","4, 1, 0, 0, 0","4, 4, 4, 4","
Китайская
",72,90,39,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,28,3,48,3,2,2,2,"4,","4,","4,","4","4 ","4 ","4 ","4"
"378","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3351509-Reviews-MeiZhou_DongPo_Restaurant_Asian_Games_Village-Beijing.html",378,"Chaoyang District Huizhong North Li 111 Building, Пекин, Китай ","116.40495","40.00524",NA,NA,"4, 19, 18, 5","4.0","0, 1, 2, 0, 1","2, 2, 0, 0, 0","4, 4, 4, 4","
Китайская
",61,34,13,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,13,2,3,26,20,2,2,2,"4,","4,","4,","4","4 ","4 ","4 ","4"
"379","https://www.tripadvisor.ru/Restaurant_Review-g294212-d6607832-Reviews-Village_Cafe-Beijing.html",379,"11 Sanlitun Rd, Chaoyang District, Пекин 100027, Китай ","116.455055","39.93752",NA,NA,"10, 11, 2, 1","4.0","1, 2, 0, 0, 4","3, 6, 1, 0, 0","4,5, 4, 3,5, 4","
Международная, Подходит для вегетарианцев
",3,10,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19,2,2,37,37,47,3,2,2,"4,5,","4,","3,5,","4","3 5 ","4 ","3 5 ","4"
"380","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3512206-Reviews-Datang_Bar-Beijing.html",380,"21 Jian Guo Men Wai Dajie, The St. Regis Beijing, Пекин, Китай ","116.44173","39.9087",NA,NA,"NA","5.0","0, 0, 1, 0, 0","0, 1, 0, 0, 0","4, 4, 4",NA,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,3,2,2,2,"4,","4,","4","","4","4 ","4",""
"381","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3352480-Reviews-Yuxin_Sichuan_Dish_Bhl-Beijing.html",381,"JianGuoMen Outer Main Street 24, JingTai Mansion 1 Floor, Пекин, Китай ","116.44072","39.90759",NA,NA,"8, 7, 5, 5, 1","4.0","1, 2, 0, 2, 3","0, 8, 0, 0, 0","4, 4, 4, 4","
Китайская
",96,98,39,34,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19,2,15,29,1,55,2,2,2,"4,","4,","4,","4","4 ","4 ","4 ","4"
"382","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1052800-Reviews-Jing_Restaurant_At_The_Peninsula_Hotel_Beijing-Beijing.html",382,"G/F, 8 Goldfish Lane, Wangfujing, Dongcheng Dist, Пекин 100005, Китай ","116.41643","39.91512","2870","11479","11, 12, 4, 1","4.0","1, 2, 1, 3, 2","4, 6, 1, 0, 0","4, 4,5, 3, 4","
Средиземноморская
",9,14,34,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19,3,24,17,48,47,3,2,2,"4,","4,5,","3,","4","3 ","4 5 ","3 ","4"
"383","https://www.tripadvisor.ru/Restaurant_Review-g294212-d8015876-Reviews-The_Meatball_Company-Beijing.html",383,"No.27 Dashibei Hutong, Пекин 100009, Китай ","116.39368","39.940403","344","976","4, 4, 1, 1, 1","4.5","0, 1, 0, 0, 2","2, 2, 0, 0, 0","5, 5, 4,5","
Итальянская
",61,67,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,17,26,20,2,2,2,"5,","5,","4,5","","4 5","5 ","4 5",""
"384","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4935871-Reviews-ShangJing_Japanese_Restaurant-Beijing.html",384,"3/F, CTIS Mansion, No.1 Dongdan North Main Street, Dongcheng District, Пекин, Китай ","116.41732","39.91548",NA,NA,"NA","4.5","1, 1, 2, 0, 1","5, 0, 0, 0, 0","5, 4,5, 4,5, 5","
Японская
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,13,2,3,58,2,2,2,2,"5,","4,5,","4,5,","5","4 5 ","4 5 ","4 5 ","5"
"385","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4036327-Reviews-Nan_Men_Hot_Pot-Beijing.html",385,"Gulou Xidajie | Houhai Lake, Пекин, Китай ","116.38815","39.94418",NA,NA,"NA","5.0","1, 1, 0, 0, 2","4, 1, 0, 0, 0","4,5, 4, 4,5, 4","
Китайская, Азиатская
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,17,48,3,2,2,2,"4,5,","4,","4,5,","4","4 5 ","4 ","4 5 ","4"
"386","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4703819-Reviews-Dong_Lai_Shun_apm-Beijing.html",386,"WangFuJing apm, Пекин, Китай ","116.411804","39.91427",NA,NA,"5, 6, 4, 4, 1, 1, 1","4.0","1, 3, 0, 0, 1","1, 3, 0, 1, 0","4, 3,5, 3, 3",NA,72,90,34,30,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,31,2,2,3,2,32,2,3,2,"4,","3,5,","3,","3","3 ","3 5 ","3 ","3"
"387","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4689986-Reviews-Xiao_Diao_Li_Tang_TuanJieHu-Beijing.html",387,"ChaoYangQu BaiJiaZhuang Dong Li Jia 14Hao, Пекин, Китай ","116.46313","39.9306",NA,NA,"1, 8, 6, 2, 1","4.5","1, 0, 0, 0, 0","0, 1, 0, 0, 0","4,5, 4, 4,5, 4","
Китайская, Фьюжн
",2,109,42,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,2,2,2,"4,5,","4,","4,5,","4","4 5 ","4 ","4 5 ","4"
"388","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1019482-Reviews-La_Dolce_Vita-Beijing.html",388,"Xin Dong Lu | 2 Floor Friendship Youth Hotel, Пекин, Китай ","116.85892","40.379692","574","861","5, 7, 6, 2, 1","4.5","0, 1, 0, 0, 2","3, 2, 0, 0, 0","4, 4, 4, 4","
Итальянская, Средиземноморская
",72,98,42,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,17,37,20,2,2,2,"4,","4,","4,","4","4 ","4 ","4 ","4"
"389","https://www.tripadvisor.ru/Restaurant_Review-g294212-d7701247-Reviews-Element_Fresh_Restaurant_Fangcaodi-Beijing.html",389,"LG2-01, Parkview Green, No.9 Dongdaqiao Road, Chaoyang District, Пекин, Китай ","116.44984","39.91956",NA,NA,"10, 9, 3, 2, 1, 1","4.0","0, 0, 2, 3, 2","2, 5, 2, 1, 0","4, 4, 4, 4","
Международная
",3,117,26,15,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,13,24,17,26,45,14,3,2,"4,","4,","4,","4","4 ","4 ","4 ","4"
"390","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3659256-Reviews-Wang_Shun_Ge_YuTou_Pao_BingDian_DaWang_Road-Beijing.html",390,"No.88 Jianguo Road, Chaoyang District, Пекин, Китай ","116.47568","39.90795",NA,NA,"2, 18, 2, 1","4.5","1, 0, 0, 1, 0","1, 1, 0, 0, 0","4,5, 3,5, 4, 4","
Китайская
",29,31,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,2,2,2,"4,5,","3,5,","4,","4","4 ","3 5 ","4 ","4"
"391","https://www.tripadvisor.ru/Restaurant_Review-g294212-d2276109-Reviews-Le_little_Saigon-Beijing.html",391,"141 Jiugulou Dajie, Пекин, Китай ","116.39396","39.94216","1607","6887","28, 35, 14, 9, 3, 3, 2, 1, 1, 1, 1","4.0","2, 5, 3, 2, 13","7, 9, 8, 3, 1","4, 4, 4, 4,5","
Азиатская, Вьетнамская, Французская
",42,60,9,44,19,13,10,2,2,2,2,1,1,1,1,1,1,1,1,17,40,18,15,8,72,57,31,14,3,"4,","4,","4,","4,5","4 ","4 ","4 ","4 5"
"392","https://www.tripadvisor.ru/Restaurant_Review-g294212-d6696945-Reviews-Parlor-Beijing.html",392,"No.39-9 Xingfu Ercun, Xindong Road, Chaoyang District, Пекин, Китай ","116.44927","39.94249",NA,NA,"NA","5.0","0, 0, 0, 0, 1","3, 0, 0, 0, 0","4, 5, 4,5","
Бар, Паб
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,37,2,2,2,2,"4,","5,","4,5","","4 5","5 ","4 5",""
"393","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3352244-Reviews-Tan_Hua_KaoYangTui-Beijing.html",393,"No.6 Beixinqiao 3rd Hutong, Dongcheng District, Пекин, Китай ","116.42044","39.94338",NA,NA,"5, 8, 1, 1","4.5","0, 1, 0, 0, 3","3, 2, 0, 0, 0","4,5, 5, 5, 4,5","
Барбекю
",72,109,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,29,37,20,2,2,2,"4,5,","5,","5,","4,5","5 ","5 ","5 ","4 5"
"394","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3642552-Reviews-Wudijia_Xiaoyun_Road_Shop-Beijing.html",394,"2F, No.32 Xiaoyun Road, Chaoyang District, Пекин 100027, Китай ","116.46494","39.95851",NA,NA,"2, 7, 7, 4, 3","4.5","0, 0, 0, 2, 0","1, 1, 0, 0, 0","4, 4,5, 4, 4,5","
Закусочная
",29,98,45,30,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,15,2,2,3,2,2,2,"4,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"395","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4934361-Reviews-Xiabu_Xiabu_Xin_DongAn-Beijing.html",395,"DongCheng District WangFuJing Main Street 251-253, WangFuJing Shopping Mall Building 7 Floor, Пекин, Китай ","116.41019","39.91431",NA,NA,"NA","4.5","0, 1, 1, 0, 1","1, 2, 0, 0, 0","4, 5, 5, 3",NA,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,20,2,2,2,"4,","5,","5,","3","5 ","5 ","5 ","3"
"396","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3243764-Reviews-Shengxing_Beijing_Duck-Beijing.html",396,"277 Wangfujing St, Пекин, Китай ","116.4112","39.91194",NA,NA,"5, 3, 1, 1","5.0","0, 0, 0, 2, 3","5, 0, 0, 0, 0","5, 4,5, 4,5","
Китайская
",72,53,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,15,29,58,2,2,2,2,"5,","4,5,","4,5","","4 5","4 5 ","4 5",""
"397","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3239048-Reviews-Pizza_Hut_HengJi_Center-Beijing.html",397,"JianGuo MenNei DaJie 18Hao HengJiZhongXin 1-2 Lou, Пекин, Китай ","116.42831","39.90778",NA,NA,"12, 9, 6, 6, 3, 3, 1","4.0","1, 3, 0, 4, 3","3, 5, 4, 0, 0","4, 3,5, 4, 3","
Пицца, Китайская
",10,117,42,37,19,13,2,1,1,1,1,1,1,1,1,1,1,1,1,2,31,2,28,29,37,45,24,2,2,"4,","3,5,","4,","3","4 ","3 5 ","4 ","3"
"398","https://www.tripadvisor.ru/Restaurant_Review-g294212-d10237665-Reviews-Baker_Spice-Beijing.html",398,"F111, Grand Summit, 19 Dongfang Dong Lu | Chaoyang District, Пекин, Китай ","116.49688","39.988842",NA,NA,"NA","4.0","0, 3, 1, 2, 3","6, 4, 2, 1, 1","4, 3,5, 4","
Кафе
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,3,15,29,66,40,14,3,3,"4,","3,5,","4","","4","3 5 ","4",""
"399","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3603849-Reviews-NanMen_Shabu_HouHai-Beijing.html",399,"No. 1 Nanguanmen Alley, Xicheng District, Пекин 100009, Китай ","116.39339","39.937878",NA,NA,"1, 16, 16, 1, 1, 1","4.5","0, 0, 0, 0, 0","0, 1, 0, 0, 0","4,5, 4, 4, 4","
Китайская, Стейк-хаус
",2,27,11,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,2,2,"4,5,","4,","4,","4","4 ","4 ","4 ","4"
"400","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4448396-Reviews-KaMen_Spanish_Restaurant-Beijing.html",400,"SanLiTun JiuBaJie 81Hao NeiLi HuaYuan BeiCe 1Lou, Пекин, Китай ","116.454865","39.93644",NA,NA,"15, 14, 5, 3, 3, 2, 1, 1","4.0","3, 8, 0, 0, 4","4, 10, 1, 0, 0","4,5, 4, 4, 4","
Средиземноморская, Испанская, Фастфуд
",17,21,39,25,19,8,2,2,1,1,1,1,1,1,1,1,1,1,1,24,49,2,2,37,48,4,3,2,2,"4,5,","4,","4,","4","4 ","4 ","4 ","4"
"401","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4449503-Reviews-Pian_Yi_Fang_Roast_duck_Xingfu_Main_Street-Beijing.html",401,"XingFu DaJie 36Hao, Пекин, Китай ","116.431366","39.88704",NA,NA,"6, 7, 2, 1, 1, 1","4.5","0, 3, 0, 0, 1","3, 3, 0, 0, 0","4,5, 4,5, 4,5, 3","
Китайская
",82,98,15,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,2,2,3,37,32,2,2,2,"4,5,","4,5,","4,5,","3","4 5 ","4 5 ","4 5 ","3"
"402","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4163545-Reviews-Lobby_Lounge_The_Ritz_Carlton_Beijing_Financial_Street-Beijing.html",402,"No.1 Jinchengfang East Street, Xicheng District | The Ritz-Carlton Beijing, Financial Street 1st Floor, Пекин 100033, Китай ","116.3633","39.915028",NA,NA,"NA","4.5","0, 3, 0, 0, 0","2, 0, 0, 1, 0","5, 5, 5","
Бар, Паб
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,2,2,2,26,2,2,3,2,"5,","5,","5","","5","5 ","5",""
"403","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4503702-Reviews-Baron_Rozi_Restaurant-Beijing.html",403,"LongXiang Lu Jia 1Hao, Пекин, Китай ","116.37816","39.98212",NA,NA,"3, 3, 3, 1","4.5","0, 0, 1, 0, 1","2, 1, 0, 0, 0","4,5, 4, 4, 4","
Китайская, Кухня малых народов Китая, Синьцзян
",46,53,26,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,26,3,2,2,2,"4,5,","4,","4,","4","4 ","4 ","4 ","4"
"404","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4447948-Reviews-Najia_Xiaoguan_Zhiwuyuan-Beijing.html",404,"XiangShan YiKe Song 29Hao, Пекин, Китай ","116.20949","39.99266",NA,NA,"1, 8, 1, 1, 1, 1","4.5","1, 0, 0, 0, 0","1, 0, 0, 0, 0","4,5, 4, 3,5, 4,5","
Китайская
",2,109,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,"4,5,","4,","3,5,","4,5","3 5 ","4 ","3 5 ","4 5"
"405","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3353179-Reviews-Yoshinoya_Chaoyang_Joy_City-Beijing.html",405,"ChaoYang North Road 101, ChaoYang Da Yue Cheng, Пекин, Китай ","116.51639","39.92333",NA,NA,"2, 16, 3, 1","4.0","1, 0, 0, 0, 0","2, 0, 0, 0, 0","4,5, 4, 4,5, 4","
Японская, Суши
",29,27,26,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,26,2,2,2,2,"4,5,","4,","4,5,","4","4 5 ","4 ","4 5 ","4"
"406","https://www.tripadvisor.ru/Restaurant_Review-g294212-d9774369-Reviews-Hatchery-Beijing.html",406,"No.12 Nongzhan'guan South Li, Chaoyang District, Пекин 100007, Китай ","116.46341","39.93493","402","1263","NA","5.0","0, 0, 0, 0, 4","3, 1, 0, 0, 0","5, 5, 4","
Международная, Австралийская, Новозеландская, Южноамериканская
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,37,37,3,2,2,2,"5,","5,","4","","4","5 ","4",""
"407","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3352325-Reviews-Wedome_ChongWen_Men-Beijing.html",407,"No.4-1 Chongwenmen West Street, Dongcheng District, Пекин, Китай ","116.41786","39.90171",NA,NA,"5, 10, 3, 1, 1","4.5","1, 2, 0, 1, 0","4, 1, 0, 0, 0","4,5, 4, 4, 4","
Фастфуд
",72,3,26,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19,2,3,2,48,3,2,2,2,"4,5,","4,","4,","4","4 ","4 ","4 ","4"
"408","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3170693-Reviews-Dingtaifeng_Xidan-Beijing.html",408,"Juntai, No.133 Xidan North Street, Пекин, Китай ","116.37314","39.90959",NA,NA,"7, 9, 6, 2, 1, 1, 1","4.0","0, 2, 0, 1, 2","3, 3, 0, 0, 1","4, 3,5, 3,5, 4","
Китайская, Азиатская
",89,117,42,15,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,19,2,3,17,37,32,2,2,3,"4,","3,5,","3,5,","4","3 5 ","3 5 ","3 5 ","4"
"409","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4861283-Reviews-Khan_Baba_Restaurant-Beijing.html",409,"Sanlitun Soho, Bld 2, Suite 511 Chaoyang District, Пекин, Китай ","116.45278","39.932903",NA,NA,"NA","4.0","4, 2, 2, 1, 8","12, 3, 1, 1, 2","4, 4, 4, 3,5","
Пакистанская, Азиатская, Ближневосточная, Халяль
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,19,13,3,50,8,32,3,3,7,"4,","4,","4,","3,5","4 ","4 ","4 ","3 5"
"410","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4691467-Reviews-Xiabu_Xiabu_Xin_Guang_Tian_Di-Beijing.html",410,"ChaoYangQu JianGuoLu 87Hao XinGuang TianDi b1 Lou, Пекин, Китай ","116.4413","39.90499",NA,NA,"3, 6, 6, 3, 1, 1","4.5","0, 1, 1, 1, 0","0, 3, 0, 0, 0","4, 4, 4,5, 4",NA,46,90,42,25,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,32,2,2,2,"4,","4,","4,5,","4","4 5 ","4 ","4 5 ","4"
"411","https://www.tripadvisor.ru/Restaurant_Review-g294212-d7037764-Reviews-BeiJing_Yan-Beijing.html",411,"No.3 Dianchang Road, Fengtai District, Пекин, Китай ","116.28615","39.889626",NA,NA,"4, 4, 1, 1","5.0","1, 0, 0, 3, 0","3, 1, 0, 0, 0","5, 5, 4,5","
Китайская
",61,67,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,24,2,37,3,2,2,2,"5,","5,","4,5","","4 5","5 ","4 5",""
"412","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4448851-Reviews-Ganges_Indian_Restaurant_Hairun-Beijing.html",412,"5/B Hairun Apartments, 2 Jiangtai Lu, Chaoyang District., Пекин 100000, Китай ","116.49616","39.97189",NA,NA,"12, 17, 1, 1","4.0","1, 2, 2, 5, 1","4, 4, 3, 0, 1","4,5, 4,5, 4, 4,5","
Индийская, Азиатская, Подходит для вегетарианцев, Для веганов
",10,29,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19,13,31,3,48,40,19,2,3,"4,5,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"413","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3268669-Reviews-HeHua_Tai_Cai_DongFang_Plaza-Beijing.html",413,"Dongcheng District East Changan Street 1, Dongfang Plaza Dongfang Xintiandi Underground 1 Floor, Пекин, Китай ","116.41379","39.909218",NA,NA,"7, 5, 5, 1, 1","4.0","0, 3, 0, 3, 0","5, 2, 0, 0, 0","5, 4, 4,5, 3,5","
Тайская
",89,82,39,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,2,24,2,58,20,2,2,2,"5,","4,","4,5,","3,5","4 5 ","4 ","4 5 ","3 5"
"414","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3419078-Reviews-Taj_Pavilion-Beijing.html",414,"Europlaza | 3rd Floor, Shunyi, Пекин, Китай ",NA,NA,NA,NA,"NA","4.5","2, 3, 1, 4, 1","6, 5, 1, 0, 0","4, 4,5, 4, 4,5","
Индийская
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,31,3,28,3,66,45,3,2,2,"4,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"415","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4446565-Reviews-Yue_Bin_Restaurant-Beijing.html",415,"CuiHua HuTong 43Hao, Пекин, Китай ","116.40734","39.9236",NA,NA,"4, 5, 3, 2, 1","4.5","0, 1, 1, 1, 0","3, 0, 1, 0, 0","5, 4,5, 5, 4,5","
Китайская
",61,82,26,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,37,2,3,2,2,"5,","4,5,","5,","4,5","5 ","4 5 ","5 ","4 5"
"416","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4449781-Reviews-Ren_Ji_Wan_Yi_Hotel_MoMo_Cafe-Beijing.html",416,"2/F, Courtyard by Marriott Beijing Northeast, No.101 Jingshun Road, Chaoyang District, Пекин, Китай ","116.46229","39.96818",NA,NA,"NA","4.5","0, 0, 0, 1, 0","0, 0, 1, 0, 0","3, 3, 3","
Китайская, Международная, Барбекю
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,2,3,2,2,"3,","3,","3","","3","3 ","3",""
"417","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1056744-Reviews-Lush-Beijing.html",417,"HaiDian District Cheng Fu Road Hua Qing JiaYuan 1 Floor, Пекин, Китай ","116.33661","39.992752",NA,NA,"28, 35, 6, 4, 1, 1, 1","4.0","0, 7, 2, 0, 18","7, 16, 1, 2, 2","4, 3,5, 3,5, 4","
Американская, Бар, Паб
",42,60,42,30,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,46,13,2,15,72,14,3,11,7,"4,","3,5,","3,5,","4","3 5 ","3 5 ","3 5 ","4"
"418","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3607646-Reviews-Molly_Malone_s_Gastropub_Grill-Beijing.html",418,"Jinbao Street | Dongcheng District, Пекин 100005, Китай ","116.42041","39.915325","1722","2296","80, 81, 3, 1, 1, 1","3.5","6, 26, 9, 7, 16","16, 22, 22, 10, 10","3,5, 3,5, 3, 3,5","
Паб с пивоварней, Британская, Бар
",97,111,26,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,37,27,25,35,12,19,23,16,4,4,"3,5,","3,5,","3,","3,5","3 ","3 5 ","3 ","3 5"
