"","link","query_n","address","lng","lat","price_min","price_max","reviews_lng","reviews_rating","reviews_type","reviews_counts","com_rat","cuisine","reviews_lng1","reviews_lng2","reviews_lng3","reviews_lng4","reviews_lng5","reviews_lng6","reviews_lng7","reviews_lng8","reviews_lng9","reviews_lng10","reviews_lng11","reviews_lng12","reviews_lng13","reviews_lng14","reviews_lng15","reviews_lng16","reviews_lng17","reviews_lng18","reviews_lng19","reviews_type1","reviews_type2","reviews_type3","reviews_type4","reviews_type5","reviews_counts1","reviews_counts2","reviews_counts3","reviews_counts4","reviews_counts5","com_rat1","com_rat2","com_rat3","com_rat4","com_rat1","com_rat2","com_rat3","com_rat4"
"16","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4703479-Reviews-Da_Dong_Roast_Duck-Beijing.html",16,"DongChengQu WangFuJing DaJie 301Hao Jing Xin Lv DaSha LiuCeng, Пекин, Китай ","116.41073","39.910755",NA,NA,"384, 429, 29, 27, 26, 24, 17, 10, 9, 8, 3, 3, 2, 2, 2, 2, 1, 1, 1","4.5","74, 116, 8, 66, 66","195, 132, 32, 16, 9","4,5, 4, 4, 4","
Китайская, Азиатская, Подходит для вегетарианцев
",58,71,25,22,18,11,9,3,14,12,7,4,3,3,3,3,2,2,2,40,8,24,34,45,25,11,20,9,15,"4,5,","4,","4,","4","4 ","4 ","4 ","4"
"17","https://www.tripadvisor.ru/Restaurant_Review-g294212-d944947-Reviews-Najia_Xiaoguan_Yong_anli-Beijing.html",17,"Yong'anli South of Xinhua Insurance Building, Пекин, Китай ","116.44796","39.907513","287","861","124, 145, 83, 76, 14, 5, 5, 3, 3, 2, 2, 1, 1, 1","4.5","12, 30, 5, 21, 34","71, 45, 6, 1, 1","4,5, 4,5, 4, 4,5","
Китайская, Азиатская, Подходит для вегетарианцев
",11,24,49,41,7,18,18,12,9,5,6,2,2,2,1,1,1,1,1,7,32,21,17,32,73,43,27,3,3,"4,5,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"18","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1964873-Reviews-Mr_Shi_s_Dumplings-Beijing.html",18,"74 Baochao Hutong | Gulou East Street, Пекин 100009, Китай ","116.399734","39.943356",NA,NA,"282, 359, 28, 19, 18, 18, 17, 15, 4, 3, 3, 3, 2, 1, 1, 1","4.5","35, 101, 30, 11, 67","135, 95, 33, 15, 4","4,5, 4, 4, 4","
Китайская, Азиатская
",43,61,24,14,10,7,9,6,10,8,7,4,3,2,2,2,1,1,1,28,5,19,5,46,13,59,21,8,11,"4,5,","4,","4,","4","4 ","4 ","4 ","4"
"19","https://www.tripadvisor.ru/Restaurant_Review-g294212-d9582459-Reviews-Brasserie_1893-Beijing.html",19,"1/F, Waldorf Astoria Beijing, No.5-15 Jinyu Hutong, Dongcheng District, Пекин 100006, Китай ","116.41406","39.91562","2871","17225","21, 35, 22, 2, 1, 1","5.0","2, 9, 2, 4, 3","19, 2, 0, 0, 0","5, 5, 4,5","
Французская, Юговосточная
",33,60,18,15,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17,52,13,28,29,24,20,2,2,2,"5,","5,","4,5","","4 5","5 ","4 5",""
"20","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1203784-Reviews-Dali_Courtyard-Beijing.html",20,"67 Xiaojingchang Hutong, Dongcheng, Пекин, Китай ","116.40517","39.941303",NA,NA,"206, 262, 23, 15, 13, 13, 9, 5, 4, 3, 2, 1, 1, 1, 1","4.5","32, 57, 9, 11, 69","116, 60, 21, 5, 4","4,5, 4, 4, 4,5","
Китайская, Азиатская, Юньнань, Подходит для вегетарианцев
",32,48,19,10,6,4,23,14,10,8,6,2,2,2,2,1,1,1,1,27,43,25,5,47,7,48,15,17,11,"4,5,","4,","4,","4,5","4 ","4 ","4 ","4 5"
"21","https://www.tripadvisor.ru/Restaurant_Review-g294212-d8513958-Reviews-Din_Tai_Fung_APM-Beijing.html",21,"6/F, Beijing APM Shopping Mall, No.138 Wangfujing Main Street, Dongcheng District, Пекин, Китай ","116.41243","39.91493",NA,NA,"69, 72, 6, 5, 3, 3, 3, 2, 1, 1, 1","4.5","20, 22, 6, 3, 4","45, 15, 9, 0, 0","4,5, 4,5, 4,5","
Китайская, Азиатская, Тайваньская, Подходит для вегетарианцев
",88,101,42,34,19,13,14,8,2,2,2,1,1,1,1,1,1,1,1,18,22,22,24,37,53,13,32,2,2,"4,5,","4,5,","4,5","","4 5","4 5 ","4 5",""
"22","https://www.tripadvisor.ru/Restaurant_Review-g294212-d2011113-Reviews-Jingzun_Peking_Duck_Restaurant-Beijing.html",22,"North of Building 6, Taipingzhuang Nanli, Chunxiu Road, Chaoyang District, Пекин, Китай ","116.44401","39.937206",NA,NA,"98, 109, 9, 8, 7, 7, 6, 4, 2, 1, 1, 1, 1","4.5","18, 26, 6, 8, 31","64, 31, 2, 1, 0","4,5, 4, 4,5, 4","
Китайская, Азиатская
",108,9,51,42,27,21,19,13,7,2,2,2,2,1,1,1,1,1,1,15,27,22,37,30,67,33,14,3,2,"4,5,","4,","4,5,","4","4 5 ","4 ","4 5 ","4"
"23","https://www.tripadvisor.ru/Restaurant_Review-g294212-d10111018-Reviews-Lobby_Lounge_JW_Marriott_Hotel_Beijing-Beijing.html",23,"No.83 Jian'guo Road, Huamao Center, Chaoyang District | JW Marriott Hotel Beijing, Пекин 100025, Китай ",NA,NA,"402","4134","2, 40, 40, 2","5.0","0, 0, 1, 0, 0","1, 1, 0, 0, 0","4, 5, 4",NA,29,68,35,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,2,2,"4,","5,","4","","4","5 ","4",""
"24","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1576219-Reviews-Capital_M-Beijing.html",24,"No.2 Qianmen Street, Pedestrian Area, Пекин 196135, Китай ","116.39844","39.898476","7694",NA,"353, 430, 22, 21, 17, 14, 11, 11, 9, 9, 3, 2, 2, 1, 1, 1","4.0","45, 83, 11, 44, 67","164, 109, 63, 9, 8","4, 4,5, 3,5, 4,5","
Международная
",54,73,18,16,9,5,4,4,14,13,7,3,3,2,2,2,1,1,1,32,50,5,29,46,20,7,28,20,14,"4,","4,5,","3,5,","4,5","3 5 ","4 5 ","3 5 ","4 5"
"25","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4861457-Reviews-Aroma-Beijing.html",25,"1F The Ritz-Carlton Beijing, No.87 Jianguo Road, Chaoyang District, Пекин 100025, Китай ","116.48011","39.90843",NA,NA,"4, 40, 34, 4, 1","5.0","2, 0, 1, 1, 0","3, 1, 0, 0, 0","4,5, 4,5, 4, 5","
Азиатская, Японская, Индийская
",61,68,31,30,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,2,3,3,2,37,3,2,2,2,"4,5,","4,5,","4,","5","4 ","4 5 ","4 ","5"
"26","https://www.tripadvisor.ru/Restaurant_Review-g294212-d2084337-Reviews-BLEU_MARINE-Beijing.html",26,"No.5 Guanghua West Li, Chaoyang District, Пекин, Китай ","116.45038","39.91076",NA,NA,"77, 94, 9, 9, 7, 5, 5, 5, 4, 4, 3, 2, 1, 1, 1","4.5","8, 19, 5, 19, 17","55, 15, 4, 1, 2","4,5, 4,5, 4,5, 4","
Европейская, Стейк-хаус, Датская
",93,120,51,44,27,18,18,14,10,9,7,3,2,2,2,1,1,1,1,41,18,21,14,13,62,13,24,3,7,"4,5,","4,5,","4,5,","4","4 5 ","4 5 ","4 5 ","4"
"27","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1057915-Reviews-Huajia_Yiyuan_Hua_s_Restaurant-Beijing.html",27,"235 Dongzhimen Nei Dajie,Dongcheng District, Пекин 100007, Китай ","116.41846","39.94119","574","4306","150, 187, 45, 44, 25, 13, 13, 9, 6, 3, 3, 1, 1, 1","4.5","26, 34, 4, 20, 36","91, 42, 8, 6, 3","4,5, 4,5, 4, 4,5","
Китайская, Азиатская
",18,33,38,32,17,4,6,19,13,8,7,2,2,2,1,1,1,1,1,22,35,20,16,34,79,42,31,18,10,"4,5,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"28","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1052779-Reviews-Quanjude_Roast_Duck_Wangfujing-Beijing.html",28,"13 Shuaifuyuan Lu, Wangfujing, Dongcheng District, Пекин, Китай ","116.411804","39.91214",NA,NA,"451, 563, 59, 52, 46, 34, 21, 19, 18, 15, 13, 7, 5, 4, 2, 2, 1, 1, 1","4.0","108, 106, 22, 51, 97","131, 166, 92, 40, 22","4, 3,5, 3,5, 3,5","
Китайская, Азиатская, Безглютеновые блюда
",69,88,41,35,22,15,12,7,5,3,5,8,6,5,3,3,2,2,2,4,6,15,32,53,12,15,33,16,9,"4,","3,5,","3,5,","3,5","3 5 ","3 5 ","3 5 ","3 5"
"29","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3239084-Reviews-Choy_s_Seafood_Restaurant-Beijing.html",29,"2/F Marriott Hotel, Haihang Mansion, No.26 Xiaoyun Road A, Chaoyang District | Next to the US Embassy, Пекин 100125, Китай ","116.46755","39.95988","1091","7407","NA","5.0","1, 0, 0, 4, 1","3, 3, 1, 0, 0","4,5, 5, 4,5, 5","
Китайская
",110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,28,3,37,32,3,2,2,"4,5,","5,","4,5,","5","4 5 ","5 ","4 5 ","5"
"30","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1820790-Reviews-Ganges_Indian_Restaurant-Beijing.html",30,"ChaoYang District GuangHua Road 9 , ShiMao TianJie b1 Floor 38a, Пекин, Китай ","116.45318","39.915894","574","1148","197, 250, 12, 12, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1","4.5","30, 35, 14, 28, 58","105, 67, 17, 3, 5","4,5, 4,5, 4, 4","
Индийская, Азиатская, Подходит для вегетарианцев, Для веганов, Халяль, Безглютеновые блюда
",28,44,7,7,12,8,10,2,2,2,2,2,2,2,1,1,1,1,1,25,36,8,22,42,4,50,11,14,12,"4,5,","4,5,","4,","4","4 ","4 5 ","4 ","4"
"31","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1007728-Reviews-Made_in_China_Grand_Hyatt-Beijing.html",31,"1 East Chang An Avenue (Grand Hyatt Hotel), Пекин 100738, Китай ","116.414604","39.909576","1722","5742","341, 444, 22, 13, 13, 13, 10, 8, 6, 5, 4, 2, 1, 1, 1, 1","4.0","47, 76, 13, 70, 37","155, 100, 53, 18, 15","4,5, 4, 3,5, 4","
Китайская, Азиатская, Международная
",52,75,18,8,6,4,3,18,13,10,8,3,2,2,2,2,1,1,1,33,47,7,36,35,18,5,26,10,5,"4,5,","4,","3,5,","4","3 5 ","4 ","3 5 ","4"
"32","https://www.tripadvisor.ru/Restaurant_Review-g294212-d3167043-Reviews-Grandma_s_House-Beijing.html",32,"Beijing apm 6F, No.138 Wangfujing Street, Dongcheng District, Пекин, Китай ","116.41178","39.915157",NA,NA,"101, 101, 85, 76, 6, 6, 5, 5, 3, 2, 2, 1, 1, 1, 1, 1","4.5","25, 29, 3, 7, 19","55, 31, 8, 4, 3","4,5, 4, 4,5, 4","
Китайская, Азиатская
",4,5,50,41,26,19,18,14,9,5,6,2,2,2,2,2,1,1,1,21,30,18,35,16,62,33,31,15,10,"4,5,","4,","4,5,","4","4 5 ","4 ","4 5 ","4"
"33","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1005538-Reviews-BeiJing_LiQun_Roast_Duck_Qian_MenDian-Beijing.html",33,"No 11 Beixiangfeng, Zhengyi Rd | Qianmendong St, Пекин, Китай ","116.40651","39.898296",NA,NA,"169, 233, 26, 24, 23, 23, 12, 6, 6, 5, 4, 2, 1, 1, 1, 1","4.0","31, 35, 6, 10, 47","66, 72, 16, 9, 6","4,5, 3,5, 3,5, 3,5","
Китайская, Азиатская
",22,41,22,19,15,10,5,16,13,10,8,3,2,2,2,2,1,1,1,26,36,22,4,39,69,54,10,20,13,"4,5,","3,5,","3,5,","3,5","3 5 ","3 5 ","3 5 ","3 5"
"34","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1191882-Reviews-Jin_Ding_Xuan_DiTan-Beijing.html",34,"No.77 Hepinglixi Street, Dongcheng District, Пекин, Китай ","116.41622","39.950966",NA,NA,"89, 106, 59, 52, 18, 13, 10, 6, 4, 4, 3, 2, 2, 1, 1","4.5","18, 16, 4, 8, 28","36, 39, 13, 1, 0","4,5, 4, 4, 4","
Китайская, Азиатская
",102,8,41,35,10,4,3,16,10,9,7,3,3,2,2,1,1,1,1,15,15,20,37,27,44,39,7,3,2,"4,5,","4,","4,","4","4 ","4 ","4 ","4"
"35","https://www.tripadvisor.ru/Restaurant_Review-g294212-d1082638-Reviews-Duck_De_Chine-Beijing.html",35,"1949 Club, No.98 Jinbao Street, Dongcheng District, Пекин 100027, Китай ","116.42088","39.914692","2813","4708","299, 392, 31, 30, 24, 15, 15, 11, 11, 8, 2, 1, 1, 1, 1","4.0","48, 79, 7, 46, 66","137, 92, 36, 15, 19","4,5, 4, 3,5, 4,5","
Китайская, Азиатская, Подходит для вегетарианцев
",45,66,28,26,16,6,8,4,4,12,6,2,2,2,2,1,1,1,1,34,48,23,30,45,14,58,23,8,6,"4,5,","4,","3,5,","4,5","3 5 ","4 ","3 5 ","4 5"
"36","https://www.tripadvisor.ru/Restaurant_Review-g294212-d2525966-Reviews-Baoyuan_Dumplings-Beijing.html",36,"North of 6 Maizidian Jie, Chaoyang District, Пекин 100025, Китай ","116.46891","39.94538",NA,NA,"59, 73, 8, 4, 3, 3, 3, 1, 1","4.5","10, 9, 5, 3, 25","39, 18, 2, 0, 0","4,5, 4, 4,5, 4","
Китайская, Азиатская, Подходит для вегетарианцев
",81,102,47,30,19,13,14,2,2,1,1,1,1,1,1,1,1,1,1,3,52,21,24,24,47,17,14,2,2,"4,5,","4,","4,5,","4","4 5 ","4 ","4 5 ","4"
"37","https://www.tripadvisor.ru/Restaurant_Review-g294212-d7918001-Reviews-BOTTEGA-Beijing.html",37,"No.18 Sanlitun North Road, Chaoyang District | Across From PageOne Bookstore, Inside Small Alley Next to Alameda, Пекин 100600, Китай ","116.45589","39.93537","976","1263","68, 75, 23, 5, 5, 4, 4, 2, 1","4.5","4, 10, 3, 8, 35","41, 14, 9, 2, 2","4,5, 4,5, 4, 3","
Итальянская, Пицца, Средиземноморская, Европейская, Подходит для вегетарианцев
",87,104,19,34,23,16,16,8,2,1,1,1,1,1,1,1,1,1,1,30,4,18,37,33,50,12,32,11,7,"4,5,","4,5,","4,","3","4 ","4 5 ","4 ","3"
"38","https://www.tripadvisor.ru/Restaurant_Review-g294212-d7003748-Reviews-Fuhuiciyuan_Vegetarian_Restaurant-Beijing.html",38,"Xila Hutong, No.53 Dong'an Main Street, Wangfujing, Dongcheng District, Пекин, Китай ","116.41002","39.91633",NA,NA,"39, 39, 2, 2, 1, 1, 1, 1, 1","5.0","11, 15, 1, 1, 6","33, 5, 1, 0, 0","4,5, 4,5, 4,5, 4","
Китайская, Азиатская, Подходит для вегетарианцев, Для веганов, Безглютеновые блюда
",59,65,15,15,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,5,14,3,3,43,41,45,3,2,2,"4,5,","4,5,","4,5,","4","4 5 ","4 5 ","4 5 ","4"
"39","https://www.tripadvisor.ru/Restaurant_Review-g294212-d2191963-Reviews-CRU_Steakhouse-Beijing.html",39,"2F JW Marriott Hotel Beijing, No.83 Jianguo Road, Chaoyang District, Пекин, Китай ","116.48233","39.91096",NA,NA,"36, 64, 60, 45, 5, 1","5.0","6, 5, 1, 15, 8","25, 7, 2, 2, 0","4,5, 4,5, 4, 4,5","
Стейк-хаус
",55,92,43,33,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,37,40,3,10,50,32,52,14,11,2,"4,5,","4,5,","4,","4,5","4 ","4 5 ","4 ","4 5"
"40","https://www.tripadvisor.ru/Restaurant_Review-g294212-d4479214-Reviews-Oasis_Cafe-Beijing.html",40,"No.1, Jingshan Front Street, Dongcheng District | Againest north-east watch tower of Forbidden City, Пекин 100009, Китай ","116.40257","39.923622","172","574","136, 141, 18, 18, 8, 5, 4, 4, 4, 3, 3, 2, 1, 1, 1","4.5","21, 45, 14, 8, 25","87, 34, 9, 5, 1","4,5, 4,5, 4,5, 4,5","
Кафе
",14,22,13,13,28,18,16,13,10,8,7,3,2,2,2,1,1,1,1,19,39,8,37,24,76,36,32,17,3,"4,5,","4,5,","4,5,","4,5","4 5 ","4 5 ","4 5 ","4 5"
